age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
67,services,married,secondary,no,18822,no,yes,cellular,139,jul,1089,5,1090,25,unknown,no
33,management,single,tertiary,no,-14397,yes,no,unknown,152,may,2293,1,235,13,unknown,no
34,management,married,tertiary,no,7410,no,no,cellular,142,jan,479,1,91,13,unknown,no
58,entrepreneur,married,secondary,no,40429,yes,yes,cellular,200,nov,113,5,49,26,unknown,no
63,blue-collar,married,secondary,no,28094,yes,yes,cellular,191,apr,806,1,480,17,unknown,no
87,management,single,tertiary,no,7679,yes,no,unknown,205,may,3876,1,-2,20,unknown,no
29,management,divorced,tertiary,no,13146,yes,no,unknown,166,may,332,2,1037,28,unknown,no
22,admin.,married,secondary,no,-16153,no,no,cellular,162,jul,1630,2,773,21,unknown,no
74,blue-collar,married,secondary,no,34482,yes,yes,cellular,220,jul,1960,3,1172,16,unknown,no
37,entrepreneur,married,secondary,no,45290,no,yes,cellular,195,jul,1319,12,1273,16,unknown,no
44,services,married,secondary,no,29332,yes,no,telephone,136,jul,926,14,803,16,unknown,no
54,admin.,married,secondary,no,-14437,no,no,cellular,193,aug,172,2,1213,15,unknown,no
69,admin.,single,tertiary,no,10042,no,no,cellular,182,feb,1944,1,1346,24,unknown,no
47,services,married,secondary,no,35430,no,yes,cellular,158,aug,2686,6,1683,19,unknown,no
35,blue-collar,married,primary,no,44015,yes,no,unknown,210,jun,2856,2,411,12,unknown,no
60,blue-collar,married,primary,no,-3118,yes,no,cellular,198,may,2968,3,569,22,failure,no
71,admin.,single,secondary,no,-7374,yes,yes,telephone,173,nov,2069,1,1911,12,unknown,no
64,management,married,tertiary,no,36955,no,no,cellular,131,aug,2345,2,1266,14,unknown,no
42,management,married,tertiary,no,27367,yes,yes,cellular,199,jul,1874,3,195,14,unknown,no
65,housemaid,divorced,primary,no,33378,no,no,cellular,175,jan,241,3,1019,27,failure,no
75,management,divorced,tertiary,no,33378,no,no,unknown,185,jun,1656,1,1133,26,unknown,no
16,services,single,secondary,no,-6372,yes,no,cellular,218,apr,2160,6,1716,10,unknown,no
87,technician,married,secondary,no,31595,yes,yes,cellular,163,may,2001,8,2031,26,failure,no
58,admin.,single,secondary,no,22805,yes,no,unknown,159,jun,1478,1,1126,16,unknown,no
12,admin.,single,secondary,no,-13145,yes,no,cellular,146,may,532,1,650,21,unknown,no
66,blue-collar,married,secondary,no,34677,yes,yes,cellular,152,nov,1928,2,1388,13,other,no
41,management,single,tertiary,no,3573,no,no,cellular,172,feb,1805,2,1797,19,unknown,no
40,admin.,married,secondary,no,-12847,yes,no,unknown,157,may,2201,1,1100,13,unknown,no
79,blue-collar,married,secondary,no,27258,yes,no,unknown,178,may,2973,4,1663,13,unknown,no
70,management,single,unknown,yes,39315,yes,no,unknown,126,may,1794,3,1380,12,unknown,no
35,management,married,tertiary,no,41505,no,no,cellular,173,aug,1165,8,1092,27,unknown,no
72,entrepreneur,divorced,tertiary,no,1757,no,no,cellular,155,nov,2969,1,834,10,unknown,no
85,services,married,secondary,no,29856,yes,no,cellular,211,nov,312,1,1210,16,failure,no
28,self-employed,single,tertiary,no,58488,yes,no,cellular,139,nov,3288,3,1819,28,unknown,no
13,admin.,married,tertiary,no,1887,yes,yes,cellular,190,feb,550,2,1674,15,unknown,no
51,admin.,married,secondary,no,4146,no,no,unknown,137,jun,2454,1,148,24,unknown,no
68,blue-collar,married,secondary,no,12455,yes,no,telephone,137,jul,1319,3,1197,21,unknown,no
76,admin.,married,primary,no,42385,yes,yes,unknown,143,may,2581,3,1268,22,unknown,no
46,blue-collar,married,primary,no,16477,yes,no,cellular,115,apr,372,2,1203,18,unknown,no
83,self-employed,married,secondary,no,39026,no,no,cellular,182,aug,2679,4,519,22,unknown,no
14,admin.,married,secondary,no,22992,no,no,cellular,130,jul,1499,1,1659,26,unknown,no
44,unemployed,married,secondary,no,-6311,no,no,cellular,158,feb,621,2,528,18,unknown,no
75,admin.,married,secondary,no,54011,yes,yes,unknown,196,may,91,1,1355,20,unknown,no
52,management,married,tertiary,no,-12977,no,no,cellular,204,nov,3407,2,454,27,unknown,no
47,admin.,single,secondary,no,-7637,no,no,cellular,193,aug,1731,1,113,19,unknown,no
39,admin.,married,secondary,no,36841,yes,no,cellular,221,jul,2438,9,908,28,unknown,no
49,blue-collar,married,tertiary,no,-16454,yes,no,unknown,212,jun,3017,1,1587,17,unknown,no
48,blue-collar,married,primary,no,-15507,yes,no,cellular,167,may,1517,2,2199,23,failure,no
47,technician,single,tertiary,no,41638,no,no,cellular,178,aug,2898,4,1584,15,unknown,no
17,admin.,single,secondary,no,24683,yes,no,cellular,143,jun,1434,1,407,20,unknown,no
31,self-employed,married,secondary,no,26880,no,no,cellular,142,jul,540,10,-77,17,unknown,no
63,management,married,tertiary,no,52292,no,no,unknown,174,jun,245,2,1019,11,unknown,no
41,management,divorced,primary,no,-9005,yes,no,unknown,160,may,1855,1,412,23,unknown,no
70,retired,divorced,secondary,no,45578,no,no,telephone,170,nov,1363,1,850,16,unknown,no
43,management,married,tertiary,no,38246,yes,no,unknown,191,may,2706,1,837,21,unknown,no
66,blue-collar,single,primary,no,3324,no,no,unknown,194,jun,796,1,-1,14,unknown,no
80,entrepreneur,married,secondary,no,42408,yes,no,cellular,171,aug,417,4,790,20,unknown,no
37,unemployed,married,secondary,no,25585,yes,no,unknown,193,may,1583,5,934,12,unknown,no
87,self-employed,married,secondary,no,-8627,yes,yes,cellular,216,jan,1150,1,376,11,unknown,no
48,blue-collar,married,secondary,no,6558,yes,no,cellular,182,apr,412,3,596,19,failure,no
10,blue-collar,divorced,secondary,no,47008,yes,no,unknown,155,may,1032,3,-9,24,unknown,no
87,blue-collar,divorced,secondary,no,-5566,no,no,unknown,134,may,3066,3,182,27,unknown,no
34,management,single,tertiary,no,-7218,yes,no,cellular,224,jan,1629,3,357,26,unknown,no
79,management,married,tertiary,no,12449,yes,yes,cellular,143,nov,2380,2,627,26,success,no
42,management,married,tertiary,no,-782,no,no,cellular,183,aug,2371,6,25,29,unknown,no
69,blue-collar,married,primary,no,7052,yes,no,telephone,176,feb,2184,1,1891,15,unknown,no
11,technician,single,tertiary,no,-17733,yes,no,unknown,182,may,958,3,1395,18,unknown,no
12,admin.,single,tertiary,no,14926,yes,no,unknown,221,may,3158,1,554,23,unknown,no
84,admin.,married,secondary,no,10469,no,yes,telephone,201,jul,856,12,458,29,unknown,no
74,management,married,tertiary,no,37197,yes,yes,unknown,221,may,2935,3,1982,13,unknown,no
81,services,married,unknown,no,47825,yes,yes,cellular,211,jul,207,7,440,14,unknown,no
29,services,single,tertiary,no,-11817,yes,no,cellular,126,jul,1312,1,790,29,unknown,no
40,management,married,tertiary,no,43087,yes,no,cellular,111,may,590,1,423,21,unknown,no
58,technician,married,secondary,no,15652,no,no,cellular,143,may,1409,1,690,27,success,no
73,housemaid,married,primary,no,33789,no,no,unknown,198,jun,2128,1,1022,13,unknown,no
91,retired,single,primary,no,9785,no,no,cellular,143,sep,3142,1,679,26,unknown,no
31,technician,married,secondary,no,18193,yes,yes,unknown,128,may,681,1,176,28,unknown,no
75,management,divorced,tertiary,no,26659,no,no,cellular,195,aug,2447,2,1394,10,unknown,no
43,housemaid,married,secondary,no,50056,no,no,unknown,133,jun,3120,1,-64,16,unknown,no
57,management,married,tertiary,no,-10106,yes,no,unknown,175,may,1986,1,252,11,unknown,no
44,entrepreneur,single,tertiary,no,34141,no,no,cellular,108,jul,2469,1,1189,16,unknown,no
54,blue-collar,married,primary,no,7080,yes,no,cellular,127,may,225,1,2000,18,failure,no
30,admin.,single,tertiary,no,22102,no,yes,cellular,194,mar,119,1,141,22,unknown,no
44,housemaid,married,primary,no,16092,no,no,cellular,149,aug,521,1,99,28,unknown,no
40,management,married,secondary,no,41789,yes,no,cellular,202,nov,1494,1,318,18,unknown,no
49,technician,married,tertiary,no,-3326,yes,no,cellular,152,nov,1788,2,2032,41,other,no
76,blue-collar,divorced,secondary,no,29465,no,yes,unknown,207,may,1068,1,1445,25,unknown,no
67,blue-collar,married,secondary,no,44557,yes,no,unknown,172,jun,1671,6,1453,14,unknown,no
109,blue-collar,divorced,primary,no,49818,yes,no,unknown,140,may,1379,2,187,16,unknown,no
85,retired,married,secondary,no,51645,no,no,cellular,109,apr,1717,6,1728,13,unknown,no
72,management,married,tertiary,no,-11961,yes,yes,cellular,200,may,866,1,1865,28,unknown,no
76,services,married,secondary,no,-2571,yes,no,unknown,181,may,2843,12,1146,27,unknown,no
50,unemployed,single,tertiary,no,21400,no,no,cellular,167,jun,3141,2,1577,14,unknown,no
54,admin.,married,secondary,no,30455,yes,yes,cellular,194,jul,2584,11,1930,28,unknown,no
87,housemaid,married,primary,no,32175,yes,yes,cellular,123,feb,1638,1,1838,18,unknown,no
13,self-employed,single,tertiary,no,22682,no,yes,cellular,126,jul,2892,1,1417,22,unknown,no
45,management,married,tertiary,no,35954,no,no,cellular,210,aug,468,2,1350,10,unknown,no
65,blue-collar,married,primary,no,-8742,no,no,cellular,108,aug,2899,1,1786,11,unknown,no
86,technician,married,secondary,no,-8163,yes,yes,unknown,192,may,1080,2,1217,25,unknown,no
71,blue-collar,married,primary,no,27617,yes,no,unknown,134,may,560,1,817,24,unknown,no
28,blue-collar,married,secondary,no,-18529,yes,yes,unknown,210,sep,2745,1,1210,56,other,no
82,services,married,secondary,no,31875,no,no,cellular,143,aug,1952,2,830,16,unknown,no
74,management,single,secondary,no,50792,yes,no,cellular,183,jul,2129,2,444,22,unknown,no
74,blue-collar,married,primary,no,-11989,yes,yes,unknown,180,may,1484,4,1977,17,unknown,no
53,admin.,divorced,secondary,no,35853,yes,no,telephone,192,may,2980,3,661,11,unknown,no
72,services,single,secondary,no,33437,no,no,cellular,181,feb,701,2,-9,28,unknown,no
31,admin.,married,tertiary,no,-10936,no,no,cellular,174,jun,3064,1,1336,10,unknown,no
38,technician,married,secondary,no,48188,yes,no,unknown,191,may,2975,1,82,19,unknown,no
43,admin.,married,unknown,no,35302,yes,no,cellular,210,nov,1080,1,1156,20,failure,no
80,blue-collar,married,secondary,no,-15621,yes,no,cellular,196,may,2511,2,1250,18,unknown,no
73,services,married,secondary,no,-9169,yes,no,unknown,115,may,3645,1,742,11,unknown,no
43,housemaid,married,secondary,no,30130,no,no,telephone,159,jul,1644,7,728,22,unknown,no
81,management,married,tertiary,no,43541,yes,no,cellular,182,feb,1865,1,1998,28,success,no
106,technician,married,secondary,no,38846,no,yes,cellular,198,jul,2144,3,688,16,unknown,no
87,technician,married,secondary,no,46340,no,no,cellular,196,aug,111,2,1963,16,unknown,no
52,technician,married,secondary,no,-4322,yes,yes,cellular,179,apr,754,1,1081,20,other,no
84,self-employed,married,secondary,no,12353,no,no,unknown,171,nov,3974,2,1789,24,unknown,no
64,management,married,tertiary,no,33516,yes,no,cellular,210,jul,1230,1,1065,20,unknown,no
61,blue-collar,married,unknown,no,57893,yes,no,unknown,129,may,2202,1,1572,13,unknown,no
71,blue-collar,married,primary,no,5010,yes,no,unknown,198,may,2299,2,269,22,unknown,no
35,management,single,tertiary,no,44360,no,no,cellular,150,sep,1200,1,445,16,unknown,no
44,admin.,divorced,secondary,no,24320,no,no,cellular,159,aug,887,1,91,32,success,no
63,technician,married,secondary,no,13427,yes,no,cellular,192,nov,2209,1,952,29,failure,no
78,blue-collar,single,primary,no,13810,yes,yes,telephone,119,may,2961,1,1033,29,unknown,no
68,blue-collar,married,secondary,no,-6050,yes,no,cellular,167,nov,814,3,1260,12,unknown,no
20,self-employed,married,primary,no,13972,yes,no,unknown,175,may,3744,2,535,28,unknown,no
46,blue-collar,divorced,secondary,no,26669,no,no,cellular,201,nov,2611,2,477,24,unknown,no
43,retired,married,secondary,no,47801,no,yes,cellular,217,jan,1289,1,1032,12,unknown,no
91,blue-collar,married,secondary,no,49502,yes,no,cellular,197,may,933,8,1214,13,unknown,no
29,unemployed,married,secondary,no,24598,yes,no,unknown,174,may,1231,4,1928,28,unknown,no
85,admin.,single,secondary,no,15287,yes,no,cellular,151,apr,2691,1,569,23,failure,no
40,management,married,tertiary,no,46788,yes,no,unknown,176,jun,1605,3,30,14,unknown,no
81,management,divorced,tertiary,no,36550,yes,no,cellular,175,jul,2455,4,1583,15,unknown,no
31,admin.,single,secondary,no,4335,yes,no,cellular,104,jun,1730,1,1589,16,unknown,no
23,student,single,unknown,no,49744,no,no,cellular,173,feb,372,8,1649,10,unknown,no
78,services,married,secondary,no,13268,yes,no,cellular,127,apr,780,1,2241,29,failure,no
55,blue-collar,married,secondary,no,45392,yes,yes,unknown,133,may,1280,1,1966,26,unknown,no
102,retired,married,primary,no,1020,yes,yes,cellular,170,jul,2095,7,422,21,unknown,no
28,services,married,secondary,no,21631,no,no,cellular,138,aug,684,4,458,26,unknown,no
53,admin.,divorced,secondary,no,-9357,yes,yes,cellular,198,aug,1036,2,1807,12,unknown,no
75,retired,married,primary,no,-6824,no,no,cellular,138,aug,1469,4,262,14,unknown,no
67,management,married,tertiary,no,39257,no,no,cellular,137,nov,2814,2,1217,29,unknown,no
38,technician,married,secondary,no,14385,yes,yes,cellular,161,jul,2116,1,841,12,unknown,no
58,blue-collar,divorced,primary,no,22140,no,no,cellular,178,feb,2117,1,1629,17,unknown,no
39,management,married,tertiary,no,24217,no,no,unknown,144,jun,189,3,-57,11,unknown,no
45,admin.,married,secondary,yes,21115,no,yes,unknown,166,jun,979,3,1697,25,unknown,no
71,admin.,married,primary,no,9151,yes,no,cellular,200,jan,2830,5,973,28,failure,no
49,retired,married,secondary,no,7925,no,no,cellular,169,aug,1432,8,1254,19,unknown,no
57,services,single,secondary,no,10082,yes,no,unknown,187,may,526,2,859,24,unknown,no
23,management,single,tertiary,no,17837,yes,no,cellular,211,jul,963,1,4,19,unknown,no
70,management,single,tertiary,no,46103,no,no,cellular,182,aug,2859,1,1677,17,unknown,no
68,retired,divorced,primary,no,12111,no,no,telephone,133,nov,1154,3,16,11,other,no
44,services,married,primary,no,-8826,yes,no,cellular,116,may,780,2,1067,17,unknown,no
71,blue-collar,divorced,secondary,no,45081,yes,no,unknown,207,jun,1629,1,1488,19,unknown,no
38,self-employed,married,secondary,no,2084,yes,no,cellular,201,nov,1371,4,450,20,unknown,no
39,technician,single,tertiary,no,30354,yes,no,cellular,182,may,1852,3,384,24,unknown,no
14,services,single,secondary,no,23435,no,no,cellular,128,jul,2771,1,1249,23,unknown,no
76,technician,married,secondary,no,42695,no,no,cellular,216,aug,1952,8,1579,27,unknown,no
61,management,married,tertiary,no,8676,no,no,cellular,182,aug,3066,7,-79,10,unknown,no
62,admin.,married,secondary,no,29814,yes,yes,unknown,158,may,1946,3,487,17,unknown,no
42,services,married,secondary,no,6879,no,no,unknown,178,jun,367,2,603,10,unknown,no
65,admin.,single,secondary,no,40393,yes,no,cellular,108,may,1212,1,63,25,unknown,no
63,unemployed,single,tertiary,no,31026,yes,no,cellular,165,nov,1028,1,1370,24,unknown,no
81,technician,married,tertiary,no,4401,no,no,cellular,193,jul,1691,2,911,14,unknown,no
30,unknown,single,secondary,no,27798,no,no,cellular,134,may,1556,1,1286,11,unknown,no
70,technician,divorced,secondary,no,6700,yes,yes,cellular,141,jul,1297,3,972,18,unknown,no
35,admin.,single,secondary,no,49437,no,no,cellular,168,oct,440,1,1667,25,failure,no
30,blue-collar,married,unknown,no,-11140,yes,no,unknown,176,jun,1399,2,933,22,unknown,no
97,admin.,divorced,secondary,no,4912,no,yes,cellular,120,nov,2956,1,1415,19,unknown,no
31,management,single,tertiary,no,10906,no,no,cellular,157,aug,500,4,968,23,unknown,no
46,admin.,single,secondary,no,-7012,yes,no,cellular,204,dec,679,5,1138,38,failure,no
53,blue-collar,married,secondary,no,8950,yes,no,cellular,113,apr,2527,1,806,18,other,no
75,self-employed,single,secondary,no,19386,yes,no,unknown,143,may,1198,1,1715,24,unknown,no
66,blue-collar,married,secondary,no,12809,yes,no,unknown,208,may,1881,1,1954,16,unknown,no
28,unemployed,married,secondary,no,-13633,no,no,cellular,127,nov,1174,3,972,22,unknown,no
60,management,married,tertiary,no,7801,no,yes,cellular,150,feb,654,1,911,25,other,no
33,services,married,secondary,no,969,yes,no,cellular,199,may,1859,1,1336,13,unknown,no
33,technician,married,tertiary,no,-5047,yes,no,cellular,135,jul,710,3,66,26,unknown,no
85,management,married,secondary,no,38122,no,yes,cellular,155,jan,1138,2,588,28,failure,no
84,technician,married,secondary,no,-9390,no,no,telephone,138,feb,2346,5,1411,29,unknown,no
84,admin.,married,secondary,no,-13287,no,no,cellular,226,aug,1140,2,474,11,unknown,no
37,management,single,tertiary,no,-8299,no,no,cellular,147,may,407,1,1963,24,failure,no
53,admin.,single,secondary,no,29048,no,no,cellular,183,apr,2927,1,1161,12,unknown,no
18,housemaid,married,primary,no,52194,yes,no,cellular,140,jul,973,4,448,23,unknown,no
26,blue-collar,divorced,secondary,no,-11883,yes,no,unknown,186,may,1260,1,1142,26,unknown,no
87,services,married,primary,no,5794,yes,no,unknown,136,jun,1214,3,1260,10,unknown,no
50,management,married,tertiary,no,44094,yes,yes,cellular,178,jul,2563,1,1581,16,unknown,no
52,blue-collar,married,secondary,no,32355,yes,no,telephone,122,jul,2315,1,593,16,unknown,no
71,student,single,unknown,no,-16318,no,no,cellular,195,may,1208,7,1902,12,unknown,no
65,unknown,married,unknown,no,39311,no,no,cellular,140,aug,1672,1,877,28,unknown,no
91,technician,married,tertiary,no,-8173,no,no,cellular,179,jul,1688,2,928,15,unknown,no
82,management,married,tertiary,no,-18860,no,no,cellular,198,aug,2750,3,645,15,other,no
76,management,single,secondary,no,50710,yes,no,cellular,146,may,2142,2,-97,29,unknown,no
46,management,single,tertiary,no,19913,no,no,cellular,189,aug,2382,2,1078,12,unknown,no
36,admin.,married,secondary,no,24594,yes,no,cellular,206,jul,1778,1,1832,21,unknown,no
69,admin.,married,primary,no,8626,yes,no,cellular,113,apr,2741,2,1062,33,failure,no
44,student,single,secondary,no,10601,no,no,cellular,135,jun,2882,2,1879,25,unknown,no
37,entrepreneur,married,secondary,no,-2960,yes,no,unknown,128,jun,1102,2,619,29,unknown,no
91,technician,married,secondary,no,21283,no,no,telephone,197,aug,3143,2,1797,27,success,no
63,blue-collar,married,secondary,no,-12965,yes,no,unknown,216,may,2320,4,1555,21,unknown,no
68,admin.,married,secondary,no,-18272,yes,no,unknown,170,may,2835,1,1362,24,unknown,no
64,management,married,primary,no,2395,no,no,cellular,142,nov,2460,1,1786,18,unknown,no
59,admin.,single,tertiary,no,7303,yes,no,cellular,124,apr,911,1,1332,26,unknown,no
84,management,single,tertiary,no,5629,no,no,cellular,178,aug,2941,7,950,13,unknown,no
36,entrepreneur,married,secondary,no,-5360,yes,no,unknown,123,may,1066,2,684,29,unknown,no
65,admin.,married,secondary,no,35941,no,no,unknown,200,jun,273,2,469,21,unknown,no
88,blue-collar,married,secondary,no,46872,no,no,unknown,147,jun,2871,3,593,28,unknown,no
